URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-73-14-7-dec-1973-17142.htm,,LOI_N_73_14_DU_07_DECEMBRE_1973_AUTORISANT_LE_GOUVERNEMENT_DE_LA_REPUBLIQUE_UNIE_DU_CAMEROUN_A_CONCLURE_UNE_CONVENTION_D_ETABLISSEMENT_AVEC_LA_SOCIETE_BETON_CAMEROUN,0,
