URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-2003-011-10-juil-2003-18188.htm,,LOI_N_2003_011_DU_10_JUILLET_2003_AUTORISANT_LE_PRESIDENT_DE_LA_REPUBLIQUE_A_RATIFIER_LE_TRAITE_INTERNATIONAL_SUR_LES_RESSOURCES_PHYTOGENETIQUES_POUR_L_ALIMENTATION_ET_L_AGRICULTURE_ADOPTE_LE_03_NOVEMBRE_2001_A_ROME,0,
