URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-2002-012-30-dec-2002-18174.htm,,LOI_N_2002_012_DU_30_DECEMBRE_2002_AUTORISANT_LE_PRESIDENT_DE_LA_REPUBLIQUE_A_RATIFIER_LA_CONVENTION_PORTANT_CREATION_DE_L_INSTITUT_AFRICAIN_DE_READAPTATION_I_A_R,0,
