URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-97-022-30-dec-1997-17637.htm,,LOI_N_97_022_DU_30_DECEMBRE_1997_PORTANT_LIBERALISATION_DU_TRANSPORT_MARITIME_EN_REPUBLIQUE_DU_CAMEROUN,0,
