URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-55-1465-12-novembre-1955-17033.htm,,LOI_N_55_1465_DU_12_NOVEMBRE_1955_COMPLETANT_L_ARTICLE_57_DU_CODE_CIVIL_AFIN_D_AUTORISER_LA_JONCTION_DE_PRENOM_OU_LA_MODIFICATION_DES_PRENOMS_FIGURANT_DANS_L_ACTE_DE_NAISSANCE,0,
