URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-2004-014-21-avril-2004-17713.htm,,LOI_N_2004_014_DU_21_AVRIL_2004_AUTORISANT_LE_PRESIDENT_DE_LA_REPUBLIQUE_A_RATIFIER_LA_CONVENTION_FISCALE_ENTRE_LA_REPUBLIQUE_DE_TUNISIE_ET_LE_CAMEROUN,0,
