URL,text,page_title,page_label,category,metadata
https://www.juriafrica.com/lex/loi-84-005-04-juillet-1984-17320.htm,"LOI N° 84/005 DU 04 JUILLET 1984 MODIFIANT LA LOI N° 79/23 DU 30 NOVEMBRE 1979 RELATIVE AU SCEAU DE L'ETAT ET AUX AUTRES SCEAUX PUBLICS.

L'ASSEMBLEE NATIONALE A DELIBERE ET ADOPTE ;
LE PRESIDENT DE LA REPUBLIQUE PROMULGUE LA LOI DONT LA TENEUR SUIT :
Art. 1er —  Les dispositions des articles 1er et 4 Paragraphe 3 de la loi n° 79/23 du 30 novembre 1979 relatives au Sceau de l'Etat et aux autres Sceaux Publics sont abrogées et remplacées par les suivantes :
Art. 1er —  (nouveau) Le Sceau de la République du Cameroun est une médaille circulaire en bas-relief de 46 millimètres de diamètre, présentant à l'avers et au centre le profil d'une tête de jeune fille tournée à dextre vers une branche de caféier à deux feuilles et jouxtée à senestre par cinq cabosses de cacao avec, en exergue, en français sur l'arc supérieur : ""République du Cameroun"" et sur l'arc inférieur la devise nationale : ""Paix, Travail, Patrie"", au revers et au centre les armoiries de la République du Cameroun avec en exergue, en anglais, sur l'arc supérieur ""Republic of Cameroon"", et sur l'arc inférieur, ""Peace, Work, Fatherland"".
Les armoiries de la République du Cameroun sont constituées par un écu chapé surmonté côté chef par l'inscription : ""République du Cameroun"", et supporté par un double faisceau de licteurs entrecroisés avec la devise ""Paix, Travail, Patrie"" côté pointe.
L'écu est composé d'une étoile d'or sur fond de sinople et d'un triangle de gueules, chargé de la carte géographique du Cameroun d'azur, et frappé du glaive et de la balance de justice de sable.
Art. 4 —  , § 3 (nouveau) Sous l'effigie est mentionnée en français et en anglais la dénomination de l'administration ou de l'organisme utilisateur.
Sur l'arc supérieur ""République du Cameroun"" ""Republic of Cameroon"" sur l'arc inférieur ""Paix-Travail-Patrie"" ""Peace-Work-Fatherland"".
Art. 2 —  La présente loi sera enregistrée et publiée selon la procédure d'urgence, puis insérée au Journal Officiel en français et en anglais.",LOI_N_84_005_DU_04_JUILLET_1984_MODIFIANT_LA_LOI_N_79_23_DU_30_NOVEMBRE_1979_RELATIVE_AU_SCEAU_DE_L_ETAT_ET_AUX_AUTRES_SCEAUX_PUBLICS,0,loi,
