URL,text,page_title,page_label,category,metadata
https://www.juriafrica.com/lex/loi-87-028-17-dec-1987-17388.htm,"LOI N° 87/028 DU 17 DÉCEMBRE 1987 AUTORISANT LE PRÉSIDENT DE LA RÉPUBLIQUE À RATIFIER LA CONVENTION SUR LE LICENCIEMENT ADOPTÉE À GENÈVE LE 22 JUIN 1982 PAR LA CONFÉRENCE GÉNÉRALE DE L'ORGANISATION INTERNATIONALE DU TRAVAIL.

L'Assemblée Nationale a délibéré et adopté,
Le Président de la République promulgue la loi dont la teneur suit :
Art. 1er —  Le Président de la République est autorisé à ratifier la Convention sur le licenciement adoptée à Genève le 22 juin 1982 par la Conférence Générale de l'Organisation Internationale du Travail.
Art. 2 —  La présente loi sera enregistrée puis publiée au Journal Officiel en français et en anglais. /-",LOI_N_87_028_DU_17_DECEMBRE_1987_AUTORISANT_LE_PRESIDENT_DE_LA_REPUBLIQUE_A_RATIFIER_LA_CONVENTION_SUR_LE_LICENCIEMENT_ADOPTEE_A_GENEVE_LE_22_JUIN_1982_PAR_LA_CONFERENCE_GENERALE_DE_L_ORGANISATION_INTERNATIONALE_DU_TRAVAIL,0,loi,
