URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-66-6-cor-18-novembre-1966-16347.htm,,LOI_N_66_6_COR_DU_18_NOVEMBRE_1966_PORTANT_APPLICATION_DE_L_ARTICLE_101_DU_CODE_PENAL_AUX_LOIS_DE_L_ETAT_FEDERE_DU_CAMEROUN_ORIENTAL_ANTERIEURES_AU_12_AVRIL_1966,0,
