URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/loi-98-002-14-avril-1998-25804.htm,,LOI_N_98_002_DU_14_AVRIL_1998_AUTORISANT_LE_PRESIDENT_DE_LA_REPUBLIQUE_A_RATIFIER_LA_CONVENTION_N_138_DE_L_ORGANISATION_INTERNATIONALE_DU_TRAVAIL_SUR_L_AGE_MINIMUM_D_ADMISSION_A_L_EMPLOI,0,
