URL,text,page_title
https://www.juriafrica.com/lex/decret-2014-476-2-decembre-2014-18130.htm,"Le Président de la République
Vu la Constitution,
Vu la loi N° 2013/017 du 16 décembre 2013 portant loi de finances de la République du Cameroun pour l'exercice 2014 ;
Vu le décret N° 2011/408 du 9 décembre 2011 portant organisation du gouvernement, décrète:
Art. 1er —  Le ministre de l'Economie, de la Planification et de l'Aménagement du territoire est habilité, avec faculté de délégation, à signer avec la Banque d'import-export de Chine (EXIMBANK-Chine), un accord de prêt d'un montant de 513 000 000 de yuans RMB, soit environ 41,040 milliards de FCFA, pour le financement du projet d'extension du Backbone national à fibre optique.
Art. 2 —  Le présent décret sera enregistré, publié selon la procédure d'urgence, puis inséré au Journal officiel en français et en anglais.","DECRET_N°_2014_476_DU_02_DECEMBRE_2014_HABILITANT_LE_MINISTRE_DE_L'ECONOMIE,_DE_LA_PLANIFICATION_ET_DE_L'AMENAGEMENT_DU_TERRITOIRE_À_SIGNER_AVEC_LA_BANQUE_D'EXPORT-IMPORT_DE_CHINE_(EXIMBANK-CHINE),"
