URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/decret-2020-302-08-juin-2020-49142.htm,"LE PRESIDENT DE LA REPUBLIQUE,
Vu la Constitution
Vu la loi n°2019/023 du 24 décembre 2019 portant loi de finances de la République du Cameroun pour l'exercice 2020 ;
Vu le décret n°2011/408 du 09 décembre 2011 portant organisation du Gouvernement, modifié et complété par le décret n°2018/190 du 02 mars 2018,
DECRETE:
Art. 1er —  Le Ministre de l'Economie, de la Planification et de l'Aménagement du Territoire est habilité, avec faculté de délégation, à signer avec l'Association Internationale de Développement (IDA), un Accord de Prêt d'un montant de 150 millions de dollars US, correspondant à 133,5 millions d'euros, soit environ 87,8 milliards de francs CFA, pour le financement du Projet d'Electrification Rurale et d'Accès à l'Electricité dans les Régions sous desservies du Cameroun.
Art. 2 —  Le présent décret sera enregistré, publié suivant la procédure d'urgence, puis inséré au Journal Officiel en français et en anglais./-",DECRET_N_2020_302_DU_08_JUIN_2020_HABILITANT_LE_MINISTRE_DE_L_ECONOMIE_DE_LA_PLANIFICATION_ET_DE_L_AMENAGEMENT_DU_TERRITOIRE_A_SIGNER_AVEC_L_ASSOCIATION_INTERNATIONALE_DE_DEVELOPPEMENT_IDA_UN_ACCORD_DE_PRET_D_UN_MONTANT_DE_150_MILLIONS_DE_DOLLARS_US_CORRESPONDANT_A_133_5_MILLIONS_D_EUROS_SOIT_ENVIRON_87_8_MILLIARDS_DE_FRANCS_CFA_POUR_LE_FINANCEMENT_DU_PROJET_D_ELECTRIFICATION_RURALE_ET_D_ACCES_A_L_ELECTRICITE_DANS_LES_REGIONS_SOUS_DESSERVIES_DU_CAMEROUN,0,
