URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/decret-2001-268-24-sept-2001-16005.htm,,DECRET_N_2001_268_DU_24_SEPTEMBRE_2001_PORTANT_REORGANISATION_DE_L_HOPITAL_GENERAL_DE_DOUALA,0,
