URL,text,page_title,page_label,metadata
https://www.juriafrica.com/lex/decret-2000-157-6-juil-2000-16919.htm,,DECRET_N_2000_157_DU_06_JUILLET_2000_PROROGEANT_LE_MANDAT_DES_LIQUIDATEURS_DE_L_EX_OFFICE_NATIONAL_DE_COMMERCIALISATION_DES_PRODUITS_DE_BASE_O_N_C_P_B,0,
